PID,Product,Category,Cost_per_box,GeoID,Geo,Boxes,TotalCost,Reveneu,Profit,SaleDate,Customers,SPID,Salesperson,Team
P17,Caramel Stuffed Bars,Bars,0.54,G3,Canada,79,42.66,2366,2323.34,1/22/2021 0:00,470,SP10,Brien Boise,Jucies
P02,50% Dark Bites,Bites,2.57,G5,Australia,599,1539.43,8386,6846.57,1/22/2021 0:00,194,SP24,Roddy Speechley,Delish
P16,Organic Choco Syrup,Other,1.47,G3,Canada,576,846.72,13230,12383.28,1/22/2021 0:00,261,SP03,Gunar Cockshoot,Yummies
P03,Almond Choco,Bars,9.6,G6,UK,111,1065.6,1771,705.4,1/22/2021 0:00,151,SP17,Rafaelita Blaksland,unkown
P04,Raspberry Choco,Bars,4.09,G6,UK,228,932.52,3416,2483.48,1/22/2021 0:00,458,SP13,Jan Morforth,Delish
P13,85% Dark Bars,Bars,0.64,G6,UK,634,405.76,15197,14791.24,1/22/2021 0:00,11,SP17,Rafaelita Blaksland,unkown
P15,Baker's Choco Chips,Bars,3.4,G4,New Zealand,498,1693.2,5971,4277.8,1/22/2021 0:00,59,SP08,Ches Bonnell,unkown
P09,Orange Choco,Bars,7.14,G6,UK,1667,11902.38,13335,1432.62,1/22/2021 0:00,227,SP02,Dennison Crosswaite,Yummies
P21,Choco Coated Almonds,Bites,6.17,G3,Canada,210,1295.7,4613,3317.3,1/22/2021 0:00,54,SP23,Van Tuxwell,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G1,India,580,916.4,10430,9513.6,1/22/2021 0:00,110,SP12,Karlen McCaffrey,Yummies
P03,Almond Choco,Bars,9.6,G2,USA,10,96,168,72,1/22/2021 0:00,94,SP20,Oby Sorrel,Jucies
P08,99% Dark & Pure,Bars,2.47,G6,UK,192,474.24,4606,4131.76,1/22/2021 0:00,256,SP25,Camilla Castle,Delish
P14,White Choc,Other,0.16,G6,UK,136,21.76,1491,1469.24,1/22/2021 0:00,193,SP11,Husein Augar,Yummies
P08,99% Dark & Pure,Bars,2.47,G1,India,509,1257.23,12194,10936.77,1/25/2021 0:00,302,SP02,Dennison Crosswaite,Yummies
P04,Raspberry Choco,Bars,4.09,G6,UK,533,2179.97,10122,7942.03,1/25/2021 0:00,206,SP12,Karlen McCaffrey,Yummies
P08,99% Dark & Pure,Bars,2.47,G5,Australia,88,217.36,1841,1623.64,1/25/2021 0:00,164,SP09,Andria Kimpton,Jucies
P09,Orange Choco,Bars,7.14,G6,UK,580,4141.2,6958,2816.8,1/25/2021 0:00,337,SP16,Marney O'Breen,Jucies
P08,99% Dark & Pure,Bars,2.47,G1,India,35,86.45,749,662.55,1/25/2021 0:00,323,SP07,Kaine Padly,Delish
P04,Raspberry Choco,Bars,4.09,G6,UK,195,797.55,3507,2709.45,1/25/2021 0:00,48,SP16,Marney O'Breen,Jucies
P15,Baker's Choco Chips,Bars,3.4,G4,New Zealand,562,1910.8,7294,5383.2,1/25/2021 0:00,122,SP17,Rafaelita Blaksland,unkown
P12,Fruit & Nut Bars,Bars,1.58,G1,India,420,663.6,5040,4376.4,1/25/2021 0:00,219,SP10,Brien Boise,Jucies
P16,Organic Choco Syrup,Other,1.47,G1,India,157,230.79,3913,3682.21,1/25/2021 0:00,257,SP10,Brien Boise,Jucies
P02,50% Dark Bites,Bites,2.57,G2,USA,300,771,3598,2827,1/25/2021 0:00,101,SP09,Andria Kimpton,Jucies
P10,Spicy Special Slims,Bites,5.79,G2,USA,319,1847.01,8911,7063.99,1/25/2021 0:00,302,SP19,Beverie Moffet,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G4,New Zealand,2,7.14,42,34.86,1/25/2021 0:00,35,SP08,Ches Bonnell,unkown
P21,Choco Coated Almonds,Bites,6.17,G1,India,109,672.53,2282,1609.47,1/25/2021 0:00,222,SP13,Jan Morforth,Delish
P08,99% Dark & Pure,Bars,2.47,G3,Canada,541,1336.27,12964,11627.73,1/25/2021 0:00,242,SP23,Van Tuxwell,Yummies
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,361,1072.17,5775,4702.83,1/25/2021 0:00,219,SP09,Andria Kimpton,Jucies
P10,Spicy Special Slims,Bites,5.79,G4,New Zealand,400,2316,10787,8471,1/25/2021 0:00,100,SP16,Marney O'Breen,Jucies
P21,Choco Coated Almonds,Bites,6.17,G5,Australia,374,2307.58,6342,4034.42,1/25/2021 0:00,115,SP20,Oby Sorrel,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G1,India,463,1652.91,11564,9911.09,1/25/2021 0:00,46,SP14,Dotty Strutley,Delish
P04,Raspberry Choco,Bars,4.09,G2,USA,156,638.04,2793,2154.96,1/25/2021 0:00,37,SP03,Gunar Cockshoot,Yummies
P19,70% Dark Bites,Bites,4.97,G3,Canada,134,665.98,1603,937.02,1/25/2021 0:00,81,SP18,Madelene Upcott,Jucies
P03,Almond Choco,Bars,9.6,G5,Australia,180,1728,3052,1324,1/25/2021 0:00,357,SP06,Curtice Advani,Delish
P21,Choco Coated Almonds,Bites,6.17,G3,Canada,83,512.11,1659,1146.89,1/25/2021 0:00,82,SP12,Karlen McCaffrey,Yummies
P05,Mint Chip Choco,Bars,1.54,G4,New Zealand,210,323.4,3143,2819.6,1/25/2021 0:00,82,SP01,Barr Faughny,Yummies
P21,Choco Coated Almonds,Bites,6.17,G2,USA,609,3757.53,12782,9024.47,1/25/2021 0:00,212,SP02,Dennison Crosswaite,Yummies
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,32,159.04,343,183.96,1/25/2021 0:00,313,SP21,Mallorie Waber,unkown
P14,White Choc,Other,0.16,G4,New Zealand,138,22.08,1785,1762.92,1/25/2021 0:00,216,SP10,Brien Boise,Jucies
P09,Orange Choco,Bars,7.14,G3,Canada,615,4391.1,4914,522.9,1/25/2021 0:00,46,SP10,Brien Boise,Jucies
P14,White Choc,Other,0.16,G6,UK,208,33.28,1869,1835.72,1/26/2021 0:00,242,SP18,Madelene Upcott,Jucies
P10,Spicy Special Slims,Bites,5.79,G1,India,387,2240.73,8512,6271.27,1/26/2021 0:00,173,SP04,Wilone O'Kielt,Delish
P09,Orange Choco,Bars,7.14,G6,UK,716,5112.24,9296,4183.76,1/26/2021 0:00,1,SP23,Van Tuxwell,Yummies
P07,Drinking Coco,Other,1.62,G5,Australia,263,426.06,6034,5607.94,1/26/2021 0:00,229,SP20,Oby Sorrel,Jucies
P11,After Nines,Bites,4.43,G1,India,365,1616.95,9471,7854.05,1/26/2021 0:00,166,SP22,Jehu Rudeforth,unkown
P22,Peanut Butter Cubes,Bites,3.57,G1,India,166,592.62,3815,3222.38,1/26/2021 0:00,146,SP15,Kelci Walkden,Yummies
P06,Eclairs,Bites,2.24,G4,New Zealand,527,1180.48,9485,8304.52,1/26/2021 0:00,140,SP01,Barr Faughny,Yummies
P16,Organic Choco Syrup,Other,1.47,G2,USA,132,194.04,3549,3354.96,1/26/2021 0:00,78,SP16,Marney O'Breen,Jucies
P09,Orange Choco,Bars,7.14,G6,UK,117,835.38,1512,676.62,1/26/2021 0:00,61,SP04,Wilone O'Kielt,Delish
P16,Organic Choco Syrup,Other,1.47,G3,Canada,96,141.12,2296,2154.88,1/26/2021 0:00,113,SP13,Jan Morforth,Delish
P01,Milk Bars,Bars,1.52,G1,India,697,1059.44,17402,16342.56,1/27/2021 0:00,43,SP11,Husein Augar,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G6,UK,844,1333.52,11816,10482.48,1/27/2021 0:00,160,SP15,Kelci Walkden,Yummies
P16,Organic Choco Syrup,Other,1.47,G4,New Zealand,425,624.75,10612,9987.25,1/27/2021 0:00,232,SP17,Rafaelita Blaksland,unkown
P01,Milk Bars,Bars,1.52,G2,USA,192,291.84,5558,5266.16,1/27/2021 0:00,263,SP01,Barr Faughny,Yummies
P04,Raspberry Choco,Bars,4.09,G6,UK,781,3194.29,14056,10861.71,1/27/2021 0:00,148,SP21,Mallorie Waber,unkown
P16,Organic Choco Syrup,Other,1.47,G2,USA,166,244.02,5131,4886.98,1/27/2021 0:00,171,SP09,Andria Kimpton,Jucies
P08,99% Dark & Pure,Bars,2.47,G2,USA,87,214.89,1477,1262.11,1/27/2021 0:00,352,SP16,Marney O'Breen,Jucies
P04,Raspberry Choco,Bars,4.09,G5,Australia,549,2245.41,7686,5440.59,1/27/2021 0:00,72,SP06,Curtice Advani,Delish
P13,85% Dark Bars,Bars,0.64,G6,UK,460,294.4,8722,8427.6,1/27/2021 0:00,35,SP23,Van Tuxwell,Yummies
P16,Organic Choco Syrup,Other,1.47,G6,UK,206,302.82,6370,6067.18,1/27/2021 0:00,35,SP08,Ches Bonnell,unkown
P13,85% Dark Bars,Bars,0.64,G6,UK,240,153.6,4074,3920.4,1/27/2021 0:00,208,SP03,Gunar Cockshoot,Yummies
P11,After Nines,Bites,4.43,G4,New Zealand,51,225.93,1309,1083.07,1/27/2021 0:00,97,SP24,Roddy Speechley,Delish
P20,Smooth Sliky Salty,Bars,2.97,G5,Australia,357,1060.29,4991,3930.71,1/27/2021 0:00,137,SP07,Kaine Padly,Delish
P22,Peanut Butter Cubes,Bites,3.57,G3,Canada,367,1310.19,6965,5654.81,1/27/2021 0:00,91,SP04,Wilone O'Kielt,Delish
P18,Manuka Honey Choco,Other,4.75,G5,Australia,408,1938,10199,8261,1/27/2021 0:00,497,SP15,Kelci Walkden,Yummies
P21,Choco Coated Almonds,Bites,6.17,G4,New Zealand,390,2406.3,7392,4985.7,1/27/2021 0:00,9,SP12,Karlen McCaffrey,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,392,619.36,5880,5260.64,1/27/2021 0:00,71,SP01,Barr Faughny,Yummies
P11,After Nines,Bites,4.43,G2,USA,238,1054.34,5950,4895.66,1/27/2021 0:00,25,SP04,Wilone O'Kielt,Delish
P16,Organic Choco Syrup,Other,1.47,G2,USA,336,493.92,10395,9901.08,1/27/2021 0:00,57,SP14,Dotty Strutley,Delish
P07,Drinking Coco,Other,1.62,G1,India,247,400.14,6174,5773.86,1/27/2021 0:00,33,SP22,Jehu Rudeforth,unkown
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,1524,7574.28,15239,7664.72,1/27/2021 0:00,170,SP04,Wilone O'Kielt,Delish
P09,Orange Choco,Bars,7.14,G3,Canada,247,1763.58,2219,455.42,1/27/2021 0:00,145,SP21,Mallorie Waber,unkown
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,243,1207.71,3150,1942.29,1/27/2021 0:00,70,SP17,Rafaelita Blaksland,unkown
P15,Baker's Choco Chips,Bars,3.4,G6,UK,212,720.8,2968,2247.2,1/27/2021 0:00,216,SP17,Rafaelita Blaksland,unkown
P05,Mint Chip Choco,Bars,1.54,G3,Canada,163,251.02,3241,2989.98,1/27/2021 0:00,199,SP02,Dennison Crosswaite,Yummies
P07,Drinking Coco,Other,1.62,G3,Canada,151,244.62,3605,3360.38,1/27/2021 0:00,120,SP15,Kelci Walkden,Yummies
P08,99% Dark & Pure,Bars,2.47,G3,Canada,174,429.78,3640,3210.22,1/28/2021 0:00,169,SP20,Oby Sorrel,Jucies
P08,99% Dark & Pure,Bars,2.47,G3,Canada,77,190.19,1309,1118.81,1/28/2021 0:00,294,SP11,Husein Augar,Yummies
P06,Eclairs,Bites,2.24,G1,India,739,1655.36,10346,8690.64,1/28/2021 0:00,131,SP13,Jan Morforth,Delish
P04,Raspberry Choco,Bars,4.09,G3,Canada,54,220.86,1071,850.14,1/28/2021 0:00,359,SP15,Kelci Walkden,Yummies
P19,70% Dark Bites,Bites,4.97,G6,UK,791,3931.27,6328,2396.73,1/28/2021 0:00,119,SP11,Husein Augar,Yummies
P11,After Nines,Bites,4.43,G3,Canada,68,301.24,1820,1518.76,1/28/2021 0:00,143,SP07,Kaine Padly,Delish
P21,Choco Coated Almonds,Bites,6.17,G1,India,157,968.69,3437,2468.31,1/28/2021 0:00,179,SP09,Andria Kimpton,Jucies
P14,White Choc,Other,0.16,G6,UK,455,72.8,4550,4477.2,1/28/2021 0:00,214,SP17,Rafaelita Blaksland,unkown
P07,Drinking Coco,Other,1.62,G3,Canada,110,178.2,2968,2789.8,1/28/2021 0:00,259,SP01,Barr Faughny,Yummies
P06,Eclairs,Bites,2.24,G2,USA,898,2011.52,12565,10553.48,1/28/2021 0:00,4,SP14,Dotty Strutley,Delish
P01,Milk Bars,Bars,1.52,G3,Canada,318,483.36,8246,7762.64,1/28/2021 0:00,294,SP17,Rafaelita Blaksland,unkown
P05,Mint Chip Choco,Bars,1.54,G1,India,70,107.8,1190,1082.2,1/28/2021 0:00,137,SP09,Andria Kimpton,Jucies
P06,Eclairs,Bites,2.24,G4,New Zealand,183,409.92,3283,2873.08,1/28/2021 0:00,146,SP24,Roddy Speechley,Delish
P18,Manuka Honey Choco,Other,4.75,G5,Australia,115,546.25,3087,2540.75,1/28/2021 0:00,300,SP08,Ches Bonnell,unkown
P21,Choco Coated Almonds,Bites,6.17,G1,India,297,1832.49,6531,4698.51,1/28/2021 0:00,244,SP20,Oby Sorrel,Jucies
P14,White Choc,Other,0.16,G2,USA,249,39.84,4228,4188.16,1/28/2021 0:00,55,SP16,Marney O'Breen,Jucies
P17,Caramel Stuffed Bars,Bars,0.54,G2,USA,389,210.06,10094,9883.94,1/28/2021 0:00,118,SP24,Roddy Speechley,Delish
P01,Milk Bars,Bars,1.52,G4,New Zealand,6,9.12,182,172.88,1/28/2021 0:00,46,SP21,Mallorie Waber,unkown
P14,White Choc,Other,0.16,G4,New Zealand,37,5.92,616,610.08,1/28/2021 0:00,151,SP22,Jehu Rudeforth,unkown
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,809,2402.73,12131,9728.27,1/29/2021 0:00,121,SP24,Roddy Speechley,Delish
P07,Drinking Coco,Other,1.62,G2,USA,93,150.66,2394,2243.34,1/29/2021 0:00,323,SP07,Kaine Padly,Delish
P14,White Choc,Other,0.16,G1,India,841,134.56,14287,14152.44,1/29/2021 0:00,89,SP12,Karlen McCaffrey,Yummies
P03,Almond Choco,Bars,9.6,G4,New Zealand,730,7008,10941,3933,1/29/2021 0:00,185,SP11,Husein Augar,Yummies
P07,Drinking Coco,Other,1.62,G6,UK,260,421.2,7777,7355.8,1/29/2021 0:00,345,SP24,Roddy Speechley,Delish
P09,Orange Choco,Bars,7.14,G3,Canada,858,6126.12,9436,3309.88,1/29/2021 0:00,7,SP06,Curtice Advani,Delish
P12,Fruit & Nut Bars,Bars,1.58,G3,Canada,116,183.28,1267,1083.72,1/29/2021 0:00,104,SP07,Kaine Padly,Delish
P11,After Nines,Bites,4.43,G2,USA,327,1448.61,8806,7357.39,1/29/2021 0:00,32,SP07,Kaine Padly,Delish
P21,Choco Coated Almonds,Bites,6.17,G6,UK,243,1499.31,3640,2140.69,1/29/2021 0:00,403,SP06,Curtice Advani,Delish
P17,Caramel Stuffed Bars,Bars,0.54,G6,UK,182,98.28,4900,4801.72,1/29/2021 0:00,239,SP07,Kaine Padly,Delish
P14,White Choc,Other,0.16,G5,Australia,348,55.68,5558,5502.32,1/29/2021 0:00,219,SP18,Madelene Upcott,Jucies
P03,Almond Choco,Bars,9.6,G4,New Zealand,436,4185.6,9142,4956.4,1/29/2021 0:00,1,SP25,Camilla Castle,Delish
P05,Mint Chip Choco,Bars,1.54,G6,UK,235,361.9,3514,3152.1,1/29/2021 0:00,143,SP02,Dennison Crosswaite,Yummies
P02,50% Dark Bites,Bites,2.57,G3,Canada,10,25.7,140,114.3,1/29/2021 0:00,91,SP19,Beverie Moffet,Jucies
P10,Spicy Special Slims,Bites,5.79,G6,UK,439,2541.81,11844,9302.19,2/1/2021 0:00,211,SP15,Kelci Walkden,Yummies
P01,Milk Bars,Bars,1.52,G4,New Zealand,233,354.16,6517,6162.84,2/1/2021 0:00,54,SP03,Gunar Cockshoot,Yummies
P01,Milk Bars,Bars,1.52,G1,India,282,428.64,8715,8286.36,2/1/2021 0:00,24,SP07,Kaine Padly,Delish
P16,Organic Choco Syrup,Other,1.47,G1,India,180,264.6,4851,4586.4,2/1/2021 0:00,455,SP05,Gigi Bohling,Delish
P16,Organic Choco Syrup,Other,1.47,G2,USA,379,557.13,10983,10425.87,2/1/2021 0:00,185,SP01,Barr Faughny,Yummies
P15,Baker's Choco Chips,Bars,3.4,G5,Australia,329,1118.6,3290,2171.4,2/1/2021 0:00,75,SP21,Mallorie Waber,unkown
P16,Organic Choco Syrup,Other,1.47,G5,Australia,212,311.64,6545,6233.36,2/1/2021 0:00,86,SP11,Husein Augar,Yummies
P19,70% Dark Bites,Bites,4.97,G3,Canada,45,223.65,441,217.35,2/1/2021 0:00,7,SP03,Gunar Cockshoot,Yummies
P21,Choco Coated Almonds,Bites,6.17,G1,India,580,3578.6,9849,6270.4,2/1/2021 0:00,75,SP14,Dotty Strutley,Delish
P14,White Choc,Other,0.16,G4,New Zealand,308,49.28,3073,3023.72,2/1/2021 0:00,9,SP09,Andria Kimpton,Jucies
P16,Organic Choco Syrup,Other,1.47,G2,USA,149,219.03,4452,4232.97,2/1/2021 0:00,75,SP17,Rafaelita Blaksland,unkown
P13,85% Dark Bars,Bars,0.64,G3,Canada,538,344.32,10220,9875.68,2/1/2021 0:00,105,SP12,Karlen McCaffrey,Yummies
P19,70% Dark Bites,Bites,4.97,G6,UK,210,1043.7,3150,2106.3,2/1/2021 0:00,11,SP09,Andria Kimpton,Jucies
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,381,1131.57,6083,4951.43,2/1/2021 0:00,43,SP07,Kaine Padly,Delish
P12,Fruit & Nut Bars,Bars,1.58,G6,UK,1407,2223.06,14063,11839.94,2/1/2021 0:00,140,SP08,Ches Bonnell,unkown
P19,70% Dark Bites,Bites,4.97,G6,UK,306,1520.82,4578,3057.18,2/1/2021 0:00,256,SP07,Kaine Padly,Delish
P14,White Choc,Other,0.16,G1,India,461,73.76,6454,6380.24,2/1/2021 0:00,21,SP19,Beverie Moffet,Jucies
P18,Manuka Honey Choco,Other,4.75,G2,USA,256,1216,6650,5434,2/2/2021 0:00,166,SP15,Kelci Walkden,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G1,India,94,335.58,2436,2100.42,2/2/2021 0:00,203,SP01,Barr Faughny,Yummies
P21,Choco Coated Almonds,Bites,6.17,G4,New Zealand,331,2042.27,6944,4901.73,2/2/2021 0:00,33,SP21,Mallorie Waber,unkown
P11,After Nines,Bites,4.43,G1,India,684,3030.12,19817,16786.88,2/2/2021 0:00,126,SP05,Gigi Bohling,Delish
P02,50% Dark Bites,Bites,2.57,G1,India,235,603.95,3521,2917.05,2/2/2021 0:00,50,SP01,Barr Faughny,Yummies
P11,After Nines,Bites,4.43,G2,USA,327,1448.61,10458,9009.39,2/2/2021 0:00,546,SP12,Karlen McCaffrey,Yummies
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,57,140.79,1302,1161.21,2/2/2021 0:00,401,SP24,Roddy Speechley,Delish
P11,After Nines,Bites,4.43,G5,Australia,249,1103.07,7952,6848.93,2/2/2021 0:00,221,SP10,Brien Boise,Jucies
P06,Eclairs,Bites,2.24,G5,Australia,265,593.6,4753,4159.4,2/2/2021 0:00,133,SP13,Jan Morforth,Delish
P13,85% Dark Bars,Bars,0.64,G1,India,546,349.44,11452,11102.56,2/2/2021 0:00,81,SP11,Husein Augar,Yummies
P10,Spicy Special Slims,Bites,5.79,G1,India,390,2258.1,9345,7086.9,2/2/2021 0:00,124,SP03,Gunar Cockshoot,Yummies
P05,Mint Chip Choco,Bars,1.54,G1,India,357,549.78,7490,6940.22,2/2/2021 0:00,172,SP16,Marney O'Breen,Jucies
P16,Organic Choco Syrup,Other,1.47,G1,India,57,83.79,1519,1435.21,2/2/2021 0:00,127,SP25,Camilla Castle,Delish
P20,Smooth Sliky Salty,Bars,2.97,G6,UK,155,460.35,3087,2626.65,2/2/2021 0:00,135,SP09,Andria Kimpton,Jucies
P20,Smooth Sliky Salty,Bars,2.97,G6,UK,168,498.96,2352,1853.04,2/2/2021 0:00,178,SP06,Curtice Advani,Delish
P15,Baker's Choco Chips,Bars,3.4,G3,Canada,891,3029.4,11578,8548.6,2/2/2021 0:00,76,SP17,Rafaelita Blaksland,unkown
P22,Peanut Butter Cubes,Bites,3.57,G2,USA,22,78.54,462,383.46,2/2/2021 0:00,223,SP11,Husein Augar,Yummies
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,315,170.1,6916,6745.9,2/3/2021 0:00,32,SP24,Roddy Speechley,Delish
P09,Orange Choco,Bars,7.14,G1,India,542,3869.88,3248,-621.88,2/3/2021 0:00,101,SP11,Husein Augar,Yummies
P01,Milk Bars,Bars,1.52,G3,Canada,240,364.8,6475,6110.2,2/3/2021 0:00,431,SP25,Camilla Castle,Delish
P22,Peanut Butter Cubes,Bites,3.57,G6,UK,501,1788.57,9009,7220.43,2/3/2021 0:00,129,SP23,Van Tuxwell,Yummies
P14,White Choc,Other,0.16,G3,Canada,189,30.24,2835,2804.76,2/3/2021 0:00,20,SP17,Rafaelita Blaksland,unkown
P01,Milk Bars,Bars,1.52,G1,India,294,446.88,7644,7197.12,2/3/2021 0:00,77,SP14,Dotty Strutley,Delish
P19,70% Dark Bites,Bites,4.97,G6,UK,240,1192.8,3360,2167.2,2/3/2021 0:00,48,SP19,Beverie Moffet,Jucies
P05,Mint Chip Choco,Bars,1.54,G2,USA,99,152.46,1379,1226.54,2/3/2021 0:00,246,SP19,Beverie Moffet,Jucies
P16,Organic Choco Syrup,Other,1.47,G2,USA,382,561.54,9534,8972.46,2/3/2021 0:00,229,SP22,Jehu Rudeforth,unkown
P22,Peanut Butter Cubes,Bites,3.57,G2,USA,657,2345.49,14448,12102.51,2/3/2021 0:00,28,SP17,Rafaelita Blaksland,unkown
P15,Baker's Choco Chips,Bars,3.4,G2,USA,240,816,3829,3013,2/3/2021 0:00,432,SP24,Roddy Speechley,Delish
P09,Orange Choco,Bars,7.14,G4,New Zealand,758,5412.12,9086,3673.88,2/4/2021 0:00,206,SP03,Gunar Cockshoot,Yummies
P01,Milk Bars,Bars,1.52,G3,Canada,194,294.88,5803,5508.12,2/4/2021 0:00,299,SP15,Kelci Walkden,Yummies
P18,Manuka Honey Choco,Other,4.75,G6,UK,7,33.25,182,148.75,2/4/2021 0:00,36,SP25,Camilla Castle,Delish
P13,85% Dark Bars,Bars,0.64,G6,UK,520,332.8,9863,9530.2,2/4/2021 0:00,21,SP18,Madelene Upcott,Jucies
P09,Orange Choco,Bars,7.14,G4,New Zealand,289,2063.46,4046,1982.54,2/4/2021 0:00,80,SP06,Curtice Advani,Delish
P12,Fruit & Nut Bars,Bars,1.58,G6,UK,350,553,3493,2940,2/4/2021 0:00,140,SP09,Andria Kimpton,Jucies
P03,Almond Choco,Bars,9.6,G3,Canada,18,172.8,392,219.2,2/4/2021 0:00,89,SP13,Jan Morforth,Delish
P10,Spicy Special Slims,Bites,5.79,G1,India,111,642.69,2534,1891.31,2/4/2021 0:00,19,SP05,Gigi Bohling,Delish
P13,85% Dark Bars,Bars,0.64,G6,UK,308,197.12,7084,6886.88,2/4/2021 0:00,6,SP22,Jehu Rudeforth,unkown
P09,Orange Choco,Bars,7.14,G6,UK,344,2456.16,4809,2352.84,2/4/2021 0:00,70,SP05,Gigi Bohling,Delish
P07,Drinking Coco,Other,1.62,G3,Canada,266,430.92,7959,7528.08,2/4/2021 0:00,273,SP16,Marney O'Breen,Jucies
P08,99% Dark & Pure,Bars,2.47,G3,Canada,527,1301.69,10521,9219.31,2/4/2021 0:00,231,SP15,Kelci Walkden,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G3,Canada,5,7.9,56,48.1,2/4/2021 0:00,168,SP15,Kelci Walkden,Yummies
P15,Baker's Choco Chips,Bars,3.4,G6,UK,189,642.6,3017,2374.4,2/4/2021 0:00,103,SP19,Beverie Moffet,Jucies
P09,Orange Choco,Bars,7.14,G1,India,2707,19327.98,18949,-378.98,2/4/2021 0:00,300,SP12,Karlen McCaffrey,Yummies
P01,Milk Bars,Bars,1.52,G6,UK,338,513.76,8764,8250.24,2/4/2021 0:00,69,SP24,Roddy Speechley,Delish
P04,Raspberry Choco,Bars,4.09,G1,India,643,2629.87,12201,9571.13,2/4/2021 0:00,103,SP14,Dotty Strutley,Delish
P10,Spicy Special Slims,Bites,5.79,G2,USA,460,2663.4,11935,9271.6,2/4/2021 0:00,189,SP20,Oby Sorrel,Jucies
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,266,790.02,3724,2933.98,2/4/2021 0:00,322,SP01,Barr Faughny,Yummies
P06,Eclairs,Bites,2.24,G3,Canada,166,371.84,2646,2274.16,2/4/2021 0:00,70,SP23,Van Tuxwell,Yummies
P14,White Choc,Other,0.16,G1,India,46,7.36,686,678.64,2/4/2021 0:00,18,SP03,Gunar Cockshoot,Yummies
P20,Smooth Sliky Salty,Bars,2.97,G5,Australia,128,380.16,2037,1656.84,2/4/2021 0:00,272,SP12,Karlen McCaffrey,Yummies
P21,Choco Coated Almonds,Bites,6.17,G1,India,300,1851,6300,4449,2/4/2021 0:00,208,SP23,Van Tuxwell,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G3,Canada,111,396.27,2541,2144.73,2/4/2021 0:00,14,SP11,Husein Augar,Yummies
P04,Raspberry Choco,Bars,4.09,G1,India,118,482.62,1883,1400.38,2/4/2021 0:00,97,SP04,Wilone O'Kielt,Delish
P10,Spicy Special Slims,Bites,5.79,G1,India,446,2582.34,10255,7672.66,2/4/2021 0:00,180,SP08,Ches Bonnell,unkown
P11,After Nines,Bites,4.43,G6,UK,233,1032.19,5803,4770.81,2/5/2021 0:00,98,SP22,Jehu Rudeforth,unkown
P02,50% Dark Bites,Bites,2.57,G1,India,1033,2654.81,8260,5605.19,2/5/2021 0:00,239,SP09,Andria Kimpton,Jucies
P15,Baker's Choco Chips,Bars,3.4,G1,India,1859,6320.6,14868,8547.4,2/5/2021 0:00,5,SP24,Roddy Speechley,Delish
P06,Eclairs,Bites,2.24,G2,USA,276,618.24,4137,3518.76,2/5/2021 0:00,10,SP03,Gunar Cockshoot,Yummies
P11,After Nines,Bites,4.43,G6,UK,276,1222.68,7161,5938.32,2/5/2021 0:00,480,SP10,Brien Boise,Jucies
P07,Drinking Coco,Other,1.62,G2,USA,332,537.84,9625,9087.16,2/5/2021 0:00,149,SP24,Roddy Speechley,Delish
P16,Organic Choco Syrup,Other,1.47,G3,Canada,429,630.63,12852,12221.37,2/5/2021 0:00,296,SP19,Beverie Moffet,Jucies
P06,Eclairs,Bites,2.24,G3,Canada,581,1301.44,7546,6244.56,2/5/2021 0:00,365,SP18,Madelene Upcott,Jucies
P06,Eclairs,Bites,2.24,G2,USA,275,616,4123,3507,2/5/2021 0:00,104,SP19,Beverie Moffet,Jucies
P16,Organic Choco Syrup,Other,1.47,G1,India,573,842.31,13174,12331.69,2/5/2021 0:00,78,SP21,Mallorie Waber,unkown
P02,50% Dark Bites,Bites,2.57,G2,USA,546,1403.22,7637,6233.78,2/5/2021 0:00,161,SP17,Rafaelita Blaksland,unkown
P15,Baker's Choco Chips,Bars,3.4,G2,USA,332,1128.8,3311,2182.2,2/5/2021 0:00,128,SP18,Madelene Upcott,Jucies
P04,Raspberry Choco,Bars,4.09,G1,India,107,437.63,2338,1900.37,2/5/2021 0:00,52,SP21,Mallorie Waber,unkown
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,139,75.06,3465,3389.94,2/8/2021 0:00,228,SP06,Curtice Advani,Delish
P22,Peanut Butter Cubes,Bites,3.57,G5,Australia,107,381.99,2345,1963.01,2/8/2021 0:00,435,SP17,Rafaelita Blaksland,unkown
